municipality,muni_code,value_as_of_date,scraped_at,taxable_value,exempt_value,purta_value,all_real_estate,median_residential_value,scrape_week,taxable_value_wow_change,taxable_value_wow_pct,year,taxable_value_ytd_change,taxable_value_ytd_pct
Borough of Chalfant,814,2026-03-06,2026-03-08 21:37:12.742969,25331162,876000,0,26207162,53900,2026-03-06,0,0,2026,52200,0.2065
Borough of Chalfant,814,2026-03-20,2026-03-22 21:39:28.482421,25331162,876000,0,26207162,53900,2026-03-20,0,0,2026,52200,0.2065
Borough of Chalfant,814,2026-03-27,2026-03-29 21:46:11.279405,25331162,876000,0,26207162,53900,2026-03-27,0,0,2026,52200,0.2065
Borough of Chalfant,814,2026-04-03,2026-04-05 21:46:30.164701,25331162,876000,0,26207162,53900,2026-04-03,0,0,2026,52200,0.2065
Borough of Chalfant,814,2026-04-10,2026-04-12 21:48:22.618404,25331162,876000,0,26207162,53900,2026-04-10,0,0,2026,52200,0.2065
Borough of Chalfant,814,2026-04-17,2026-04-19 21:49:37.775939,25331162,876000,0,26207162,53900,2026-04-17,0,0,2026,52200,0.2065
Borough of Cheswick,815,2026-01-09,2026-01-13 16:46:26,106190700,3397000,29900,109617600,106700,2026-01-16,NA,NA,2026,0,0
Borough of Cheswick,815,2026-01-23,2026-01-31 03:19:56.28567,106190700,3397000,29900,109617600,106700,2026-01-30,0,0,2026,0,0
Borough of Cheswick,815,2026-01-30,2026-02-02 20:50:35.318376,106190700,3397000,29900,109617600,106700,2026-02-06,0,0,2026,0,0
Borough of Cheswick,815,2026-02-06,2026-02-08 19:25:56.448346,106190700,3397000,29900,109617600,106700,2026-02-13,0,0,2026,0,0
Borough of Cheswick,815,2026-02-13,2026-02-15 11:32:35.742804,106190700,3397000,29900,109617600,106700,2026-02-13,0,0,2026,0,0
Borough of Cheswick,815,2026-02-20,2026-02-22 21:26:22.246922,106192600,3397000,29900,109619500,106700,2026-02-27,1900,0.0018,2026,1900,0.0018
Borough of Cheswick,815,2026-02-27,2026-03-01 21:36:41.330941,106192600,3397000,29900,109619500,106700,2026-02-27,0,0,2026,1900,0.0018
Borough of Cheswick,815,2026-03-06,2026-03-08 21:37:13.945195,106192600,3397000,29900,109619500,106700,2026-03-06,0,0,2026,1900,0.0018
Borough of Cheswick,815,2026-03-20,2026-03-22 21:39:29.890235,106192600,3397000,29900,109619500,106700,2026-03-20,0,0,2026,1900,0.0018
Borough of Cheswick,815,2026-03-27,2026-03-29 21:46:12.619368,106192600,3397000,29900,109619500,106700,2026-03-27,0,0,2026,1900,0.0018
Borough of Cheswick,815,2026-04-03,2026-04-05 21:46:31.536142,106192600,3397000,29900,109619500,106700,2026-04-03,0,0,2026,1900,0.0018
Borough of Cheswick,815,2026-04-10,2026-04-12 21:48:23.976322,106192600,3397000,29900,109619500,106700,2026-04-10,0,0,2026,1900,0.0018
Borough of Cheswick,815,2026-04-17,2026-04-19 21:49:38.939503,106192600,3397000,29900,109619500,106700,2026-04-17,0,0,2026,1900,0.0018
Borough of Churchill,816,2026-01-09,2026-01-13 16:46:28,253813320,50399925,90500,304303745,150600,2026-01-16,NA,NA,2026,0,0
Borough of Churchill,816,2026-01-23,2026-01-31 03:19:57.758876,253611220,50399925,90500,304101645,150600,2026-01-30,-202100,-0.0796,2026,-202100,-0.0796
Borough of Churchill,816,2026-01-30,2026-02-02 20:50:36.651325,253611220,50399925,90500,304101645,150600,2026-02-06,0,0,2026,-202100,-0.0796
Borough of Churchill,816,2026-02-06,2026-02-08 19:25:57.740554,253611220,50399925,90500,304101645,150600,2026-02-13,0,0,2026,-202100,-0.0796
Borough of Churchill,816,2026-02-13,2026-02-15 11:32:36.939725,253663220,50399925,90500,304153645,150700,2026-02-13,52000,0.0205,2026,-150100,-0.0591
Borough of Churchill,816,2026-02-20,2026-02-22 21:26:23.581072,253663220,50399925,90500,304153645,150700,2026-02-27,0,0,2026,-150100,-0.0591
Borough of Churchill,816,2026-02-27,2026-03-01 21:36:42.66781,253715720,50399925,90500,304206145,150700,2026-02-27,52500,0.0207,2026,-97600,-0.0385
Borough of Churchill,816,2026-03-06,2026-03-08 21:37:15.141129,253715720,50399925,90500,304206145,150700,2026-03-06,0,0,2026,-97600,-0.0385
Borough of Churchill,816,2026-03-20,2026-03-22 21:39:31.293516,253715720,50399925,90500,304206145,150700,2026-03-20,0,0,2026,-97600,-0.0385
Borough of Churchill,816,2026-03-27,2026-03-29 21:46:13.951558,253828920,50399925,90500,304319345,150700,2026-03-27,113200,0.0446,2026,15600,0.0061
Borough of Churchill,816,2026-04-03,2026-04-05 21:46:32.917253,253828920,50399925,90500,304319345,150700,2026-04-03,0,0,2026,15600,0.0061
Borough of Churchill,816,2026-04-10,2026-04-12 21:48:25.340929,253828920,50399925,90500,304319345,150700,2026-04-10,0,0,2026,15600,0.0061
Borough of Churchill,816,2026-04-17,2026-04-19 21:49:40.107246,253828920,50399925,90500,304319345,150700,2026-04-17,0,0,2026,15600,0.0061
Borough of Coraopolis,817,2026-01-09,2026-01-13 16:46:32,220370490,38019900,332600,258722990,61700,2026-01-16,NA,NA,2026,0,0
Borough of Coraopolis,817,2026-01-23,2026-01-31 03:20:02.095559,220258590,38019900,332600,258611090,61700,2026-01-30,-111900,-0.0508,2026,-111900,-0.0508
Borough of Coraopolis,817,2026-01-30,2026-02-02 20:50:40.558931,220258590,38019900,332600,258611090,61700,2026-02-06,0,0,2026,-111900,-0.0508
Borough of Coraopolis,817,2026-02-06,2026-02-08 19:26:01.682522,220258590,38019900,332600,258611090,61700,2026-02-13,0,0,2026,-111900,-0.0508
Borough of Coraopolis,817,2026-02-13,2026-02-15 11:32:40.615017,220258590,38019900,332600,258611090,61700,2026-02-13,0,0,2026,-111900,-0.0508
Borough of Coraopolis,817,2026-02-20,2026-02-22 21:26:27.495173,220299990,38024700,332600,258657290,61700,2026-02-27,41400,0.0188,2026,-70500,-0.032
Borough of Coraopolis,817,2026-02-27,2026-03-01 21:36:46.704504,220183190,38024700,332600,258540490,61700,2026-02-27,-116800,-0.053,2026,-187300,-0.085
Borough of Coraopolis,817,2026-03-06,2026-03-08 21:37:18.857741,220357210,38027100,332600,258716910,61700,2026-03-06,174020,0.079,2026,-13280,-0.006
Borough of Coraopolis,817,2026-03-20,2026-03-22 21:39:35.396762,220357210,38027100,332600,258716910,61700,2026-03-20,0,0,2026,-13280,-0.006
Borough of Coraopolis,817,2026-03-27,2026-03-29 21:46:18.202257,220357210,38027100,332600,258716910,61700,2026-03-27,0,0,2026,-13280,-0.006
Borough of Coraopolis,817,2026-04-03,2026-04-05 21:46:36.931483,220346510,38027100,332600,258706210,61700,2026-04-03,-10700,-0.0049,2026,-23980,-0.0109
Borough of Coraopolis,817,2026-04-10,2026-04-12 21:48:29.400475,220346510,38027100,332600,258706210,61700,2026-04-10,0,0,2026,-23980,-0.0109
Borough of Coraopolis,817,2026-04-17,2026-04-19 21:49:43.585203,220346510,38027100,332600,258706210,61700,2026-04-17,0,0,2026,-23980,-0.0109
Borough of Crafton,818,2026-01-09,2026-01-13 16:46:33,279449297,20929600,436600,300815497,104600,2026-01-16,NA,NA,2026,0,0
Borough of Crafton,818,2026-01-23,2026-01-31 03:20:03.519442,279449297,20929600,436600,300815497,104600,2026-01-30,0,0,2026,0,0
Borough of Crafton,818,2026-01-30,2026-02-02 20:50:41.984577,279449297,20929600,436600,300815497,104600,2026-02-06,0,0,2026,0,0
Borough of Crafton,818,2026-02-06,2026-02-08 19:26:02.979309,279449297,20929600,436600,300815497,104600,2026-02-13,0,0,2026,0,0
Borough of Crafton,818,2026-02-13,2026-02-15 11:32:41.808006,279449297,20929600,436600,300815497,104600,2026-02-13,0,0,2026,0,0
Borough of Crafton,818,2026-02-20,2026-02-22 21:26:28.855635,279495497,20929600,436600,300861697,104600,2026-02-27,46200,0.0165,2026,46200,0.0165
Borough of Crafton,818,2026-02-27,2026-03-01 21:36:48.051569,279495497,20929600,436600,300861697,104600,2026-02-27,0,0,2026,46200,0.0165
Borough of Crafton,818,2026-03-06,2026-03-08 21:37:20.074861,279693897,20929600,436600,301060097,104600,2026-03-06,198400,0.071,2026,244600,0.0875
Borough of Crafton,818,2026-03-20,2026-03-22 21:39:36.784725,279693897,20929600,436600,301060097,104600,2026-03-20,0,0,2026,244600,0.0875
Borough of Crafton,818,2026-03-27,2026-03-29 21:46:19.589201,279693897,20929600,436600,301060097,104600,2026-03-27,0,0,2026,244600,0.0875
Borough of Crafton,818,2026-04-03,2026-04-05 21:46:38.292184,279693897,20929600,436600,301060097,104600,2026-04-03,0,0,2026,244600,0.0875
Borough of Crafton,818,2026-04-10,2026-04-12 21:48:30.746062,279693897,20929600,436600,301060097,104600,2026-04-10,0,0,2026,244600,0.0875
Borough of Crafton,818,2026-04-17,2026-04-19 21:49:44.743222,279693897,20929600,436600,301060097,104600,2026-04-17,0,0,2026,244600,0.0875
Borough of Dormont,819,2026-01-09,2026-01-13 16:46:35,421687477,63285900,0,484973377,115500,2026-01-16,NA,NA,2026,0,0
Borough of Dormont,819,2026-01-23,2026-01-31 03:20:06.391971,421687477,63285900,0,484973377,115500,2026-01-30,0,0,2026,0,0
Borough of Dormont,819,2026-01-30,2026-02-02 20:50:44.536601,421830577,63285900,0,485116477,115500,2026-02-06,143100,0.0339,2026,143100,0.0339
Borough of Dormont,819,2026-02-06,2026-02-08 19:26:05.585357,421830577,63285900,0,485116477,115500,2026-02-13,0,0,2026,143100,0.0339
Borough of Dormont,819,2026-02-13,2026-02-15 11:32:44.303864,421830577,63285900,0,485116477,115500,2026-02-13,0,0,2026,143100,0.0339
Borough of Dormont,819,2026-02-20,2026-02-22 21:26:31.624049,421830577,63285900,0,485116477,115500,2026-02-27,0,0,2026,143100,0.0339
Borough of Dormont,819,2026-02-27,2026-03-01 21:36:50.76861,421830577,63285900,0,485116477,115500,2026-02-27,0,0,2026,143100,0.0339
Borough of Dormont,819,2026-03-06,2026-03-08 21:37:22.498652,421658377,63285900,0,484944277,115500,2026-03-06,-172200,-0.0408,2026,-29100,-0.0069
Borough of Dormont,819,2026-03-20,2026-03-22 21:39:39.560956,421656677,63285900,0,484942577,115500,2026-03-20,-1700,-4e-4,2026,-30800,-0.0073
Borough of Dormont,819,2026-03-27,2026-03-29 21:46:22.330392,421656677,63285900,0,484942577,115500,2026-03-27,0,0,2026,-30800,-0.0073
Borough of Dormont,819,2026-04-03,2026-04-05 21:46:40.950804,421656677,63285900,0,484942577,115500,2026-04-03,0,0,2026,-30800,-0.0073
Borough of Dormont,819,2026-04-10,2026-04-12 21:48:33.44751,421549477,63393100,0,484942577,115500,2026-04-10,-107200,-0.0254,2026,-138000,-0.0327
Borough of Dormont,819,2026-04-17,2026-04-19 21:49:47.066447,421549477,63393100,0,484942577,115500,2026-04-17,0,0,2026,-138000,-0.0327
Borough of Dravosburg,820,2026-01-09,2026-01-13 16:46:37,50966376,4193500,290400,55450276,53200,2026-01-16,NA,NA,2026,0,0
Borough of Dravosburg,820,2026-01-23,2026-01-31 03:20:07.820456,50966376,4193500,290400,55450276,53200,2026-01-30,0,0,2026,0,0
Borough of Dravosburg,820,2026-01-30,2026-02-02 20:50:45.84336,50966376,4193500,290400,55450276,53200,2026-02-06,0,0,2026,0,0
Borough of Dravosburg,820,2026-02-06,2026-02-08 19:26:06.901745,50966376,4193500,290400,55450276,53200,2026-02-13,0,0,2026,0,0
Borough of Dravosburg,820,2026-02-13,2026-02-15 11:32:45.511054,50966376,4193500,290400,55450276,53200,2026-02-13,0,0,2026,0,0
Borough of Dravosburg,820,2026-02-20,2026-02-22 21:26:32.999579,50966376,4193500,290400,55450276,53200,2026-02-27,0,0,2026,0,0
Borough of Dravosburg,820,2026-02-27,2026-03-01 21:36:52.122043,50966376,4193500,290400,55450276,53200,2026-02-27,0,0,2026,0,0
Borough of Dravosburg,820,2026-03-06,2026-03-08 21:37:23.682982,50966376,4193500,290400,55450276,53200,2026-03-06,0,0,2026,0,0
Borough of Dravosburg,820,2026-03-20,2026-03-22 21:39:40.932329,50966376,4193500,290400,55450276,53200,2026-03-20,0,0,2026,0,0
Borough of Dravosburg,820,2026-03-27,2026-03-29 21:46:23.699966,50966376,4193500,290400,55450276,53200,2026-03-27,0,0,2026,0,0
Borough of Dravosburg,820,2026-04-03,2026-04-05 21:46:42.289966,50966376,4193500,290400,55450276,53200,2026-04-03,0,0,2026,0,0
Borough of Dravosburg,820,2026-04-10,2026-04-12 21:48:34.805558,50966376,4193500,290400,55450276,53200,2026-04-10,0,0,2026,0,0
Borough of Dravosburg,820,2026-04-17,2026-04-19 21:49:48.225665,50966376,4193500,290400,55450276,53200,2026-04-17,0,0,2026,0,0
Borough of East McKeesport,821,2026-01-09,2026-01-13 16:46:41,65409012,2887000,1100,68297112,51100,2026-01-16,NA,NA,2026,0,0
Borough of East McKeesport,821,2026-01-23,2026-01-31 03:20:12.144651,65409012,2887000,1100,68297112,51100,2026-01-30,0,0,2026,0,0
Borough of East McKeesport,821,2026-01-30,2026-02-02 20:50:49.765444,65288612,2887000,1100,68176712,50800,2026-02-06,-120400,-0.1841,2026,-120400,-0.1841
Borough of East McKeesport,821,2026-02-06,2026-02-08 19:26:10.820351,65288612,2887000,1100,68176712,50800,2026-02-13,0,0,2026,-120400,-0.1841
